CQID,pType,CAT,CPID,CComp,CCost,LCost,DCost,DQID,DPID,[Q],IMP,POS
29,TPS,Raw Material,TPS-109,Silicone Rubber,0.37,0.35,0.02,39,TPS-113,613.28,12.27,REFERENCE FOUND!
29,TPS,Raw Material,TPS-109,Titanium,0.39,0.28,0.11,4,TPS-101,613.28,67.46,REFERENCE FOUND!
29,TPS,Conversion Cost,TPS-109,Surface Treatment,0.62,0.59,0.03,4,TPS-101,613.28,18.4,REFERENCE FOUND!
29,TPS,Conversion Cost,TPS-109,Electronic Testing,0.55,0.35,0.2,39,TPS-113,613.28,122.66,REFERENCE FOUND!
29,TPS,Conversion Cost,TPS-109,Inventory Management,0.31,0.28,0.03,21,ECU-306,613.28,18.4,REFERENCE FOUND!
29,TPS,Logistic Choice,TPS-109,Air,0.62,0.43,0.19,14,O2-Sensor-204,613.28,116.52,REFERENCE FOUND!
29,TPS,Logistic Choice,TPS-109,Material Analysis,0.31,0.17,0.14,39,TPS-113,613.28,85.86,REFERENCE FOUND!
29,TPS,Logistic Choice,TPS-109,Vibration Analysis,0.22,0.18,0.04,21,ECU-306,613.28,24.53,REFERENCE FOUND!
30,O2-Sensor,Electronic Component,O2-Sensor-209,LED,0.74,0.69,0.05,40,O2-Sensor-212,727.6,36.38,REFERENCE FOUND!
30,O2-Sensor,Electronic Component,O2-Sensor-209,Relay,0.92,0.83,0.09,40,O2-Sensor-212,727.6,65.48,REFERENCE FOUND!
30,O2-Sensor,Electronic Component,O2-Sensor-209,Operational Amplifier,0.26,0.21,0.05,40,O2-Sensor-212,727.6,36.38,REFERENCE FOUND!
30,O2-Sensor,Mechanical Components,O2-Sensor-209,Actuator Arm,0.53,0.37,0.16,40,O2-Sensor-212,727.6,116.42,REFERENCE FOUND!
30,O2-Sensor,Mechanical Components,O2-Sensor-209,Plastic Knob,0.26,0.24,0.02,5,O2-Sensor-201,727.6,14.55,REFERENCE FOUND!
30,O2-Sensor,Mechanical Components,O2-Sensor-209,Cam Follower,0.47,0.36,0.11,40,O2-Sensor-212,727.6,80.04,REFERENCE FOUND!
30,O2-Sensor,Raw Material,O2-Sensor-209,Brass,0.41,0.41,0.0,30,O2-Sensor-209,727.6,0.0,COST REFERENCE
30,O2-Sensor,Raw Material,O2-Sensor-209,Zinc,0.35,0.3,0.05,40,O2-Sensor-212,727.6,36.38,REFERENCE FOUND!
30,O2-Sensor,Conversion Cost,O2-Sensor-209,Electroplating,0.58,0.58,0.0,30,O2-Sensor-209,727.6,0.0,COST REFERENCE
30,O2-Sensor,Conversion Cost,O2-Sensor-209,Assembly Line Setup,0.51,0.38,0.13,5,O2-Sensor-201,727.6,94.59,REFERENCE FOUND!
30,O2-Sensor,Conversion Cost,O2-Sensor-209,Import Duties,0.3,0.3,0.0,30,O2-Sensor-209,727.6,0.0,COST REFERENCE
30,O2-Sensor,Logistic Choice,O2-Sensor-209,Road,0.47,0.45,0.02,44,ECU-314,727.6,14.55,REFERENCE FOUND!
30,O2-Sensor,Logistic Choice,O2-Sensor-209,Pressure Testing,0.21,0.18,0.03,18,O2-Sensor-205,727.6,21.83,REFERENCE FOUND!
30,O2-Sensor,Logistic Choice,O2-Sensor-209,Reliability Testing,0.13,0.11,0.02,40,O2-Sensor-212,727.6,14.55,REFERENCE FOUND!
31,ECU,Electronic Component,ECU-310,Diode,0.72,0.24,0.48,20,O2-Sensor-206,598.09,287.08,REFERENCE FOUND!
31,ECU,Electronic Component,ECU-310,Inductor,1.46,0.93,0.53,22,O2-Sensor-207,598.09,316.99,REFERENCE FOUND!
31,ECU,Electronic Component,ECU-310,Crystal Oscillator,0.29,0.21,0.08,22,O2-Sensor-207,598.09,47.85,REFERENCE FOUND!
31,ECU,Mechanical Components,ECU-310,Connector Body,0.57,0.37,0.2,22,O2-Sensor-207,598.09,119.62,REFERENCE FOUND!
31,ECU,Mechanical Components,ECU-310,Steel Rod,0.36,0.28,0.08,6,ECU-301,598.09,47.85,REFERENCE FOUND!
31,ECU,Mechanical Components,ECU-310,Linkage Assembly,0.38,0.35,0.03,6,ECU-301,598.09,17.94,REFERENCE FOUND!
31,ECU,Raw Material,ECU-310,Glass,0.33,0.33,0.0,31,ECU-310,598.09,0.0,COST REFERENCE
31,ECU,Raw Material,ECU-310,Graphite,0.35,0.31,0.04,22,O2-Sensor-207,598.09,23.92,REFERENCE FOUND!
31,ECU,Conversion Cost,ECU-310,Molding,0.64,0.64,0.0,31,ECU-310,598.09,0.0,COST REFERENCE
31,ECU,Conversion Cost,ECU-310,Equipment Maintenance,0.54,0.37,0.17,41,ECU-313,598.09,101.68,REFERENCE FOUND!
31,ECU,Conversion Cost,ECU-310,Export Processing,0.38,0.29,0.09,41,ECU-313,598.09,53.83,REFERENCE FOUND!
31,ECU,Logistic Choice,ECU-310,Air,0.45,0.43,0.02,14,O2-Sensor-204,598.09,11.96,REFERENCE FOUND!
31,ECU,Logistic Choice,ECU-310,Electrical Testing,0.29,0.25,0.04,22,O2-Sensor-207,598.09,23.92,REFERENCE FOUND!
31,ECU,Logistic Choice,ECU-310,Wear Testing,0.22,0.16,0.06,22,O2-Sensor-207,598.09,35.89,REFERENCE FOUND!
32,TPS,Electronic Component,TPS-110,Integrated Circuit,0.74,0.47,0.27,23,ECU-307,718.0,193.86,REFERENCE FOUND!
32,TPS,Electronic Component,TPS-110,Piezoelectric Sensor,1.06,0.99,0.07,7,TPS-102,718.0,50.26,REFERENCE FOUND!
32,TPS,Electronic Component,TPS-110,Filter,0.28,0.21,0.07,7,TPS-102,718.0,50.26,REFERENCE FOUND!
32,TPS,Mechanical Components,TPS-110,Valve Body,0.43,0.43,0.0,32,TPS-110,718.0,0.0,COST REFERENCE
32,TPS,Mechanical Components,TPS-110,Ceramic Disc,0.37,0.28,0.09,42,TPS-114,718.0,64.62,REFERENCE FOUND!
32,TPS,Mechanical Components,TPS-110,Control Arm,0.39,0.34,0.05,23,ECU-307,718.0,35.9,REFERENCE FOUND!
32,TPS,Raw Material,TPS-110,Rubber,0.48,0.35,0.13,42,TPS-114,718.0,93.34,REFERENCE FOUND!
32,TPS,Raw Material,TPS-110,Lead,0.34,0.27,0.07,42,TPS-114,718.0,50.26,REFERENCE FOUND!
32,TPS,Conversion Cost,TPS-110,Coating Application,0.61,0.61,0.0,32,TPS-110,718.0,0.0,COST REFERENCE
32,TPS,Conversion Cost,TPS-110,Worker Training,0.41,0.41,0.0,32,TPS-110,718.0,0.0,COST REFERENCE
32,TPS,Conversion Cost,TPS-110,Customs Clearance,0.35,0.33,0.02,42,TPS-114,718.0,14.36,REFERENCE FOUND!
32,TPS,Logistic Choice,TPS-110,Sea,0.6,0.42,0.18,18,O2-Sensor-205,718.0,129.24,REFERENCE FOUND!
32,TPS,Logistic Choice,TPS-110,Chemical Analysis,0.23,0.17,0.06,23,ECU-307,718.0,43.08,REFERENCE FOUND!
32,TPS,Logistic Choice,TPS-110,Endurance Testing,0.18,0.17,0.01,7,TPS-102,718.0,7.18,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Fuse,0.61,0.49,0.12,43,O2-Sensor-213,916.9,110.03,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Servo Motor,1.08,1.03,0.05,24,TPS-107,916.9,45.84,REFERENCE FOUND!
33,O2-Sensor,Electronic Component,O2-Sensor-210,Rectifier,0.23,0.21,0.02,24,TPS-107,916.9,18.34,REFERENCE FOUND!
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Heat Sink,0.44,0.2,0.24,2,O2-Sensor-200,916.9,220.06,REFERENCE FOUND!
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Metal Clip,0.36,0.26,0.1,24,TPS-107,916.9,91.69,REFERENCE FOUND!
33,O2-Sensor,Mechanical Components,O2-Sensor-210,Bushing Assembly,0.4,0.4,0.0,33,O2-Sensor-210,916.9,0.0,COST REFERENCE
33,O2-Sensor,Raw Material,O2-Sensor-210,Carbon Fiber,0.4,0.4,0.0,33,O2-Sensor-210,916.9,0.0,COST REFERENCE
33,O2-Sensor,Raw Material,O2-Sensor-210,Iron,0.28,0.26,0.02,24,TPS-107,916.9,18.34,REFERENCE FOUND!
33,O2-Sensor,Conversion Cost,O2-Sensor-210,Heat Treatment,0.73,0.66,0.07,43,O2-Sensor-213,916.9,64.18,REFERENCE FOUND!
33,O2-Sensor,Conversion Cost,O2-Sensor-210,Safety Testing,0.45,0.45,0.0,33,O2-Sensor-210,916.9,0.0,COST REFERENCE
33,O2-Sensor,Conversion Cost,O2-Sensor-210,Quality Assurance,0.41,0.31,0.1,8,O2-Sensor-202,916.9,91.69,REFERENCE FOUND!
33,O2-Sensor,Logistic Choice,O2-Sensor-210,Road,0.62,0.45,0.17,44,ECU-314,916.9,155.87,REFERENCE FOUND!
33,O2-Sensor,Logistic Choice,O2-Sensor-210,Torque Testing,0.29,0.19,0.1,8,O2-Sensor-202,916.9,91.69,REFERENCE FOUND!
33,O2-Sensor,Logistic Choice,O2-Sensor-210,Non-Destructive Testing,0.13,0.13,0.0,8,O2-Sensor-202,916.9,0.0,COST REFERENCE
34,ECU,Electronic Component,ECU-311,Voltage Regulator,0.62,0.22,0.4,1,TPS-100,823.86,329.54,REFERENCE FOUND!
34,ECU,Electronic Component,ECU-311,Optocoupler,1.59,0.98,0.61,44,ECU-314,823.86,502.55,REFERENCE FOUND!
34,ECU,Electronic Component,ECU-311,Power Supply,0.32,0.2,0.12,9,ECU-302,823.86,98.86,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Piston,0.4,0.39,0.01,25,ECU-308,823.86,8.24,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Wire Harness,0.35,0.31,0.04,44,ECU-314,823.86,32.95,REFERENCE FOUND!
34,ECU,Mechanical Components,ECU-311,Pivot Point,0.39,0.34,0.05,9,ECU-302,823.86,41.19,REFERENCE FOUND!
34,ECU,Raw Material,ECU-311,Polycarbonate,0.46,0.39,0.07,9,ECU-302,823.86,57.67,REFERENCE FOUND!
34,ECU,Raw Material,ECU-311,Alloy Steel,0.41,0.35,0.06,44,ECU-314,823.86,49.43,REFERENCE FOUND!
34,ECU,Conversion Cost,ECU-311,Polishing,0.63,0.61,0.02,25,ECU-308,823.86,16.48,REFERENCE FOUND!
34,ECU,Conversion Cost,ECU-311,Process Optimization,0.46,0.38,0.08,9,ECU-302,823.86,65.91,REFERENCE FOUND!
34,ECU,Conversion Cost,ECU-311,Supply Chain Management,0.27,0.27,0.0,34,ECU-311,823.86,0.0,COST REFERENCE
34,ECU,Logistic Choice,ECU-311,Air,0.6,0.43,0.17,14,O2-Sensor-204,823.86,140.06,REFERENCE FOUND!
34,ECU,Logistic Choice,ECU-311,Leak Testing,0.21,0.15,0.06,9,ECU-302,823.86,49.43,REFERENCE FOUND!
34,ECU,Logistic Choice,ECU-311,Durability Testing,0.11,0.11,0.0,34,ECU-311,823.86,0.0,COST REFERENCE
35,TPS,Electronic Component,TPS-111,Oscillator,0.77,0.48,0.29,45,TPS-115,626.0,181.54,REFERENCE FOUND!
35,TPS,Electronic Component,TPS-111,Magnetic Sensor,1.03,0.73,0.3,45,TPS-115,626.0,187.8,REFERENCE FOUND!
35,TPS,Electronic Component,TPS-111,Charge Controller,0.3,0.29,0.01,10,TPS-103,626.0,6.26,REFERENCE FOUND!
35,TPS,Mechanical Components,TPS-111,Gasket,0.44,0.44,0.0,35,TPS-111,626.0,0.0,COST REFERENCE
35,TPS,Mechanical Components,TPS-111,Spring,0.29,0.27,0.02,45,TPS-115,626.0,12.52,REFERENCE FOUND!
35,TPS,Mechanical Components,TPS-111,Slider Mechanism,0.33,0.33,0.0,10,TPS-103,626.0,0.0,COST REFERENCE
35,TPS,Raw Material,TPS-111,Teflon,0.43,0.41,0.02,10,TPS-103,626.0,12.52,REFERENCE FOUND!
35,TPS,Raw Material,TPS-111,Magnesium,0.36,0.34,0.02,10,TPS-103,626.0,12.52,REFERENCE FOUND!
35,TPS,Conversion Cost,TPS-111,Annealing,0.72,0.58,0.14,45,TPS-115,626.0,87.64,REFERENCE FOUND!
35,TPS,Conversion Cost,TPS-111,Product Certification,0.5,0.42,0.08,10,TPS-103,626.0,50.08,REFERENCE FOUND!
35,TPS,Conversion Cost,TPS-111,Logistics Coordination,0.27,0.27,0.0,35,TPS-111,626.0,0.0,COST REFERENCE
35,TPS,Logistic Choice,TPS-111,Sea,0.61,0.42,0.19,18,O2-Sensor-205,626.0,118.94,REFERENCE FOUND!
35,TPS,Logistic Choice,TPS-111,Acoustic Testing,0.28,0.18,0.1,10,TPS-103,626.0,62.6,REFERENCE FOUND!
35,TPS,Logistic Choice,TPS-111,Impact Testing,0.21,0.11,0.1,10,TPS-103,626.0,62.6,REFERENCE FOUND!
36,TPS,Electronic Component,TPS-112,Potentiometer,0.58,0.58,0.0,36,TPS-112,820.75,0.0,COST REFERENCE
36,TPS,Electronic Component,TPS-112,Microcontroller,1.57,1.01,0.56,26,TPS-108,820.75,459.62,REFERENCE FOUND!
36,TPS,Electronic Component,TPS-112,Voltage Regulator,0.35,0.22,0.13,1,TPS-100,820.75,106.7,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Injection-Molded Plastic Casing,0.56,0.37,0.19,26,TPS-108,820.75,155.94,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Brass Contact Pins,0.38,0.24,0.14,17,TPS-105,820.75,114.91,REFERENCE FOUND!
36,TPS,Mechanical Components,TPS-112,Mounting Clamp,0.38,0.28,0.1,1,TPS-100,820.75,82.08,REFERENCE FOUND!
36,TPS,Raw Material,TPS-112,ABS Plastic,0.44,0.33,0.11,1,TPS-100,820.75,90.28,REFERENCE FOUND!
36,TPS,Raw Material,TPS-112,Steel,0.25,0.25,0.0,36,TPS-112,820.75,0.0,COST REFERENCE
36,TPS,Conversion Cost,TPS-112,Assembly Labor,0.64,0.61,0.03,17,TPS-105,820.75,24.62,REFERENCE FOUND!
36,TPS,Conversion Cost,TPS-112,Testing and Calibration,0.4,0.39,0.01,1,TPS-100,820.75,8.21,REFERENCE FOUND!
36,TPS,Conversion Cost,TPS-112,Packaging Labor,0.44,0.33,0.11,26,TPS-108,820.75,90.28,REFERENCE FOUND!
36,TPS,Logistic Choice,TPS-112,Air,0.5,0.43,0.07,14,O2-Sensor-204,820.75,57.45,REFERENCE FOUND!
36,TPS,Logistic Choice,TPS-112,Inspection,0.31,0.2,0.11,17,TPS-105,820.75,90.28,REFERENCE FOUND!
36,TPS,Logistic Choice,TPS-112,Testing Equipment Depreciation,0.15,0.1,0.05,1,TPS-100,820.75,41.04,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Resistor,0.54,0.51,0.03,27,O2-Sensor-208,910.34,27.31,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Pressure Sensor,1.06,1.03,0.03,2,O2-Sensor-200,910.34,27.31,REFERENCE FOUND!
37,O2-Sensor,Electronic Component,O2-Sensor-211,Heat Sink,0.35,0.2,0.15,2,O2-Sensor-200,910.34,136.55,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Thermal Shielding,0.54,0.37,0.17,2,O2-Sensor-200,910.34,154.76,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Spring Clip,0.28,0.25,0.03,19,TPS-106,910.34,27.31,REFERENCE FOUND!
37,O2-Sensor,Mechanical Components,O2-Sensor-211,Gear Mechanism,0.34,0.29,0.05,2,O2-Sensor-200,910.34,45.52,REFERENCE FOUND!
37,O2-Sensor,Raw Material,O2-Sensor-211,Aluminum,0.4,0.35,0.05,19,TPS-106,910.34,45.52,REFERENCE FOUND!
37,O2-Sensor,Raw Material,O2-Sensor-211,Copper,0.32,0.29,0.03,2,O2-Sensor-200,910.34,27.31,REFERENCE FOUND!
37,O2-Sensor,Conversion Cost,O2-Sensor-211,Welding Labor,0.61,0.61,0.0,37,O2-Sensor-211,910.34,0.0,COST REFERENCE
37,O2-Sensor,Conversion Cost,O2-Sensor-211,Quality Inspection,0.45,0.43,0.02,2,O2-Sensor-200,910.34,18.21,REFERENCE FOUND!
37,O2-Sensor,Conversion Cost,O2-Sensor-211,Transportation Handling,0.35,0.35,0.0,37,O2-Sensor-211,910.34,0.0,COST REFERENCE
37,O2-Sensor,Logistic Choice,O2-Sensor-211,Sea,0.59,0.42,0.17,18,O2-Sensor-205,910.34,154.76,REFERENCE FOUND!
37,O2-Sensor,Logistic Choice,O2-Sensor-211,Functionality Test,0.29,0.21,0.08,19,TPS-106,910.34,72.83,REFERENCE FOUND!
37,O2-Sensor,Logistic Choice,O2-Sensor-211,Environmental Stress Screening,0.24,0.1,0.14,2,O2-Sensor-200,910.34,127.45,REFERENCE FOUND!
38,ECU,Electronic Component,ECU-312,Capacitor,0.64,0.51,0.13,28,ECU-309,770.43,100.16,REFERENCE FOUND!
38,ECU,Electronic Component,ECU-312,Transistor,0.96,0.96,0.0,38,ECU-312,770.43,0.0,COST REFERENCE
38,ECU,Electronic Component,ECU-312,Diode,0.31,0.24,0.07,20,O2-Sensor-206,770.43,53.93,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Mounting Bracket,0.47,0.37,0.1,28,ECU-309,770.43,77.04,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Connector Housing,0.27,0.26,0.01,28,ECU-309,770.43,7.7,REFERENCE FOUND!
38,ECU,Mechanical Components,ECU-312,Adjustable Lever,0.34,0.34,0.0,38,ECU-312,770.43,0.0,COST REFERENCE
38,ECU,Raw Material,ECU-312,Stainless Steel,0.42,0.42,0.0,20,O2-Sensor-206,770.43,0.0,COST REFERENCE
38,ECU,Raw Material,ECU-312,Nickel,0.42,0.27,0.15,3,ECU-300,770.43,115.56,REFERENCE FOUND!
38,ECU,Conversion Cost,ECU-312,Circuit Board Assembly,0.73,0.59,0.14,20,O2-Sensor-206,770.43,107.86,REFERENCE FOUND!
38,ECU,Conversion Cost,ECU-312,Machine Calibration,0.4,0.35,0.05,3,ECU-300,770.43,38.52,REFERENCE FOUND!
38,ECU,Conversion Cost,ECU-312,Handling and Storage,0.44,0.27,0.17,3,ECU-300,770.43,130.97,REFERENCE FOUND!
38,ECU,Logistic Choice,ECU-312,Road,0.53,0.45,0.08,44,ECU-314,770.43,61.63,REFERENCE FOUND!
38,ECU,Logistic Choice,ECU-312,Dimensional Inspection,0.26,0.22,0.04,3,ECU-300,770.43,30.82,REFERENCE FOUND!
38,ECU,Logistic Choice,ECU-312,Life Cycle Testing,0.21,0.17,0.04,3,ECU-300,770.43,30.82,REFERENCE FOUND!
39,TPS,Electronic Component,TPS-113,Thermistor,0.68,0.47,0.21,21,ECU-306,513.06,107.74,REFERENCE FOUND!
39,TPS,Electronic Component,TPS-113,Temperature Sensor,1.4,0.86,0.54,29,TPS-109,513.06,277.05,REFERENCE FOUND!
39,TPS,Electronic Component,TPS-113,Amplifier,0.27,0.24,0.03,4,TPS-101,513.06,15.39,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Rubber Seal,0.49,0.48,0.01,21,ECU-306,513.06,5.13,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Copper Wire,0.38,0.24,0.14,21,ECU-306,513.06,71.83,REFERENCE FOUND!
39,TPS,Mechanical Components,TPS-113,Rotary Shaft,0.36,0.28,0.08,21,ECU-306,513.06,41.04,REFERENCE FOUND!
39,TPS,Raw Material,TPS-113,Silicone Rubber,0.35,0.35,0.0,39,TPS-113,513.06,0.0,COST REFERENCE
39,TPS,Raw Material,TPS-113,Titanium,0.36,0.28,0.08,4,TPS-101,513.06,41.04,REFERENCE FOUND!
39,TPS,Conversion Cost,TPS-113,Surface Treatment,0.59,0.59,0.0,4,TPS-101,513.06,0.0,COST REFERENCE
39,TPS,Conversion Cost,TPS-113,Electronic Testing,0.35,0.35,0.0,39,TPS-113,513.06,0.0,COST REFERENCE
39,TPS,Conversion Cost,TPS-113,Inventory Management,0.36,0.28,0.08,21,ECU-306,513.06,41.04,REFERENCE FOUND!
39,TPS,Logistic Choice,TPS-113,Air,0.44,0.43,0.01,14,O2-Sensor-204,513.06,5.13,REFERENCE FOUND!
39,TPS,Logistic Choice,TPS-113,Material Analysis,0.17,0.17,0.0,39,TPS-113,513.06,0.0,COST REFERENCE
39,TPS,Logistic Choice,TPS-113,Vibration Analysis,0.27,0.18,0.09,21,ECU-306,513.06,46.18,REFERENCE FOUND!
40,O2-Sensor,Electronic Component,O2-Sensor-212,LED,0.69,0.69,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Electronic Component,O2-Sensor-212,Relay,0.83,0.83,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Electronic Component,O2-Sensor-212,Operational Amplifier,0.21,0.21,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Actuator Arm,0.37,0.37,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Plastic Knob,0.29,0.24,0.05,5,O2-Sensor-201,895.43,44.77,REFERENCE FOUND!
40,O2-Sensor,Mechanical Components,O2-Sensor-212,Cam Follower,0.36,0.36,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Raw Material,O2-Sensor-212,Brass,0.47,0.41,0.06,30,O2-Sensor-209,895.43,53.73,REFERENCE FOUND!
40,O2-Sensor,Raw Material,O2-Sensor-212,Zinc,0.3,0.3,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
40,O2-Sensor,Conversion Cost,O2-Sensor-212,Electroplating,0.71,0.58,0.13,30,O2-Sensor-209,895.43,116.41,REFERENCE FOUND!
40,O2-Sensor,Conversion Cost,O2-Sensor-212,Assembly Line Setup,0.54,0.38,0.16,5,O2-Sensor-201,895.43,143.27,REFERENCE FOUND!
40,O2-Sensor,Conversion Cost,O2-Sensor-212,Import Duties,0.31,0.3,0.01,30,O2-Sensor-209,895.43,8.95,REFERENCE FOUND!
40,O2-Sensor,Logistic Choice,O2-Sensor-212,Sea,0.57,0.42,0.15,18,O2-Sensor-205,895.43,134.31,REFERENCE FOUND!
40,O2-Sensor,Logistic Choice,O2-Sensor-212,Pressure Testing,0.27,0.18,0.09,18,O2-Sensor-205,895.43,80.59,REFERENCE FOUND!
40,O2-Sensor,Logistic Choice,O2-Sensor-212,Reliability Testing,0.11,0.11,0.0,40,O2-Sensor-212,895.43,0.0,COST REFERENCE
41,ECU,Electronic Component,ECU-313,Diode,0.6,0.24,0.36,20,O2-Sensor-206,1120.44,403.36,REFERENCE FOUND!
41,ECU,Electronic Component,ECU-313,Inductor,1.07,0.93,0.14,22,O2-Sensor-207,1120.44,156.86,REFERENCE FOUND!
41,ECU,Electronic Component,ECU-313,Crystal Oscillator,0.29,0.21,0.08,22,O2-Sensor-207,1120.44,89.64,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Connector Body,0.41,0.37,0.04,22,O2-Sensor-207,1120.44,44.82,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Steel Rod,0.33,0.28,0.05,6,ECU-301,1120.44,56.02,REFERENCE FOUND!
41,ECU,Mechanical Components,ECU-313,Linkage Assembly,0.44,0.35,0.09,6,ECU-301,1120.44,100.84,REFERENCE FOUND!
41,ECU,Raw Material,ECU-313,Glass,0.38,0.33,0.05,31,ECU-310,1120.44,56.02,REFERENCE FOUND!
41,ECU,Raw Material,ECU-313,Graphite,0.38,0.31,0.07,22,O2-Sensor-207,1120.44,78.43,REFERENCE FOUND!
41,ECU,Conversion Cost,ECU-313,Molding,0.66,0.64,0.02,31,ECU-310,1120.44,22.41,REFERENCE FOUND!
41,ECU,Conversion Cost,ECU-313,Equipment Maintenance,0.37,0.37,0.0,41,ECU-313,1120.44,0.0,COST REFERENCE
41,ECU,Conversion Cost,ECU-313,Export Processing,0.29,0.29,0.0,41,ECU-313,1120.44,0.0,COST REFERENCE
41,ECU,Logistic Choice,ECU-313,Road,0.63,0.45,0.18,44,ECU-314,1120.44,201.68,REFERENCE FOUND!
41,ECU,Logistic Choice,ECU-313,Electrical Testing,0.3,0.25,0.05,22,O2-Sensor-207,1120.44,56.02,REFERENCE FOUND!
41,ECU,Logistic Choice,ECU-313,Wear Testing,0.17,0.16,0.01,22,O2-Sensor-207,1120.44,11.2,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Integrated Circuit,0.58,0.47,0.11,23,ECU-307,1008.06,110.89,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Piezoelectric Sensor,1.23,0.99,0.24,7,TPS-102,1008.06,241.93,REFERENCE FOUND!
42,TPS,Electronic Component,TPS-114,Filter,0.28,0.21,0.07,7,TPS-102,1008.06,70.56,REFERENCE FOUND!
42,TPS,Mechanical Components,TPS-114,Valve Body,0.5,0.43,0.07,32,TPS-110,1008.06,70.56,REFERENCE FOUND!
42,TPS,Mechanical Components,TPS-114,Ceramic Disc,0.28,0.28,0.0,42,TPS-114,1008.06,0.0,COST REFERENCE
42,TPS,Mechanical Components,TPS-114,Control Arm,0.38,0.34,0.04,23,ECU-307,1008.06,40.32,REFERENCE FOUND!
42,TPS,Raw Material,TPS-114,Rubber,0.35,0.35,0.0,42,TPS-114,1008.06,0.0,COST REFERENCE
42,TPS,Raw Material,TPS-114,Lead,0.27,0.27,0.0,42,TPS-114,1008.06,0.0,COST REFERENCE
42,TPS,Conversion Cost,TPS-114,Coating Application,0.65,0.61,0.04,32,TPS-110,1008.06,40.32,REFERENCE FOUND!
42,TPS,Conversion Cost,TPS-114,Worker Training,0.45,0.41,0.04,32,TPS-110,1008.06,40.32,REFERENCE FOUND!
42,TPS,Conversion Cost,TPS-114,Customs Clearance,0.33,0.33,0.0,42,TPS-114,1008.06,0.0,COST REFERENCE
42,TPS,Logistic Choice,TPS-114,Sea,0.51,0.42,0.09,18,O2-Sensor-205,1008.06,90.73,REFERENCE FOUND!
42,TPS,Logistic Choice,TPS-114,Chemical Analysis,0.25,0.17,0.08,23,ECU-307,1008.06,80.64,REFERENCE FOUND!
42,TPS,Logistic Choice,TPS-114,Endurance Testing,0.24,0.17,0.07,7,TPS-102,1008.06,70.56,REFERENCE FOUND!
43,O2-Sensor,Electronic Component,O2-Sensor-213,Fuse,0.49,0.49,0.0,43,O2-Sensor-213,1073.21,0.0,COST REFERENCE
43,O2-Sensor,Electronic Component,O2-Sensor-213,Servo Motor,1.2,1.03,0.17,24,TPS-107,1073.21,182.45,REFERENCE FOUND!
43,O2-Sensor,Electronic Component,O2-Sensor-213,Rectifier,0.34,0.21,0.13,24,TPS-107,1073.21,139.52,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Heat Sink,0.51,0.2,0.31,2,O2-Sensor-200,1073.21,332.7,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Metal Clip,0.28,0.26,0.02,24,TPS-107,1073.21,21.46,REFERENCE FOUND!
43,O2-Sensor,Mechanical Components,O2-Sensor-213,Bushing Assembly,0.4,0.4,0.0,33,O2-Sensor-210,1073.21,0.0,COST REFERENCE
43,O2-Sensor,Raw Material,O2-Sensor-213,Carbon Fiber,0.41,0.4,0.01,33,O2-Sensor-210,1073.21,10.73,REFERENCE FOUND!
43,O2-Sensor,Raw Material,O2-Sensor-213,Iron,0.28,0.26,0.02,24,TPS-107,1073.21,21.46,REFERENCE FOUND!
43,O2-Sensor,Conversion Cost,O2-Sensor-213,Heat Treatment,0.66,0.66,0.0,43,O2-Sensor-213,1073.21,0.0,COST REFERENCE
